IsCanceled,ArrivalDateWeekNumber,Country,MarketSegment,DepositType,CustomerType,RequiredCarParkingSpaces
0,31,PRT,Direct,No Deposit     ,Transient,0
0,31,PRT,Direct,No Deposit     ,Transient,0
0,31,PRT,Corporate,No Deposit     ,Transient,0
0,31,PRT,Direct,No Deposit     ,Transient,0
0,31,PRT,Direct,No Deposit     ,Transient,0
0,31,ROU,Online TA,No Deposit     ,Transient,0
0,31,DEU,Offline TA/TO,No Deposit     ,Transient,0
0,31,DEU,Offline TA/TO,No Deposit     ,Transient,0
0,31,PRT,Corporate,No Deposit     ,Transient,0
0,31,PRT,Complementary,No Deposit     ,Transient,0
0,31,PRT,Online TA,No Deposit     ,Transient-Party,0
0,31,BRA,Online TA,No Deposit     ,Transient,0
0,31,PRT,Online TA,No Deposit     ,Transient-Party,0
1,31,PRT,Online TA,No Deposit     ,Transient,0
0,31,FRA,Online TA,No Deposit     ,Transient,0
0,31,SWE,Online TA,No Deposit     ,Transient,0
0,31,PRT,Corporate,No Deposit     ,Transient,0
0,31,PRT,Online TA,No Deposit     ,Transient,0
1,31,PRT,Online TA,No Deposit     ,Transient,0
1,31,PRT,Online TA,No Deposit     ,Transient,0
0,31,DEU,Online TA,No Deposit     ,Transient,0
0,31,PRT,Groups,No Deposit     ,Transient,0
0,31,GBR,Online TA,No Deposit     ,Transient,0
0,31,PRT,Online TA,No Deposit     ,Transient-Party,0
0,31,PRT,Online TA,No Deposit     ,Transient-Party,0
0,31,PRT,Online TA,No Deposit     ,Transient-Party,0
1,31,PRT,Online TA,No Deposit     ,Transient,0
0,31,PRT,Direct,No Deposit     ,Transient,0
0,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,31,PRT,Online TA,No Deposit     ,Transient-Party,0
0,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,31,PRT,Online TA,No Deposit     ,Transient-Party,0
0,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,31,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,31,AUT,Online TA,No Deposit     ,Transient,0
0,31,PRT,Online TA,No Deposit     ,Transient,0
0,32,AGO,Complementary,No Deposit     ,Transient,0
0,32,BEL,Online TA,No Deposit     ,Transient,0
0,32,PRT,Complementary,No Deposit     ,Transient,0
0,32,PRT,Direct,No Deposit     ,Transient,1
0,32,PRT,Complementary,No Deposit     ,Transient,0
0,32,PRT,Direct,No Deposit     ,Transient-Party,0
1,32,PRT,Undefined,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,Non Refund     ,Transient,0
0,32,PRT,Online TA,No Deposit     ,Transient,1
0,32,PRT,Complementary,No Deposit     ,Transient,0
1,32,PRT,Groups,Non Refund     ,Transient,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,FRA,Online TA,No Deposit     ,Transient,0
1,32,PRT,Online TA,No Deposit     ,Transient,0
1,32,PRT,Online TA,No Deposit     ,Transient,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,BEL,Online TA,No Deposit     ,Contract,1
0,32,PRT,Complementary,No Deposit     ,Transient,0
0,32,CHE,Online TA,No Deposit     ,Contract,1
1,32,PRT,Direct,No Deposit     ,Transient,0
1,32,PRT,Direct,No Deposit     ,Transient,0
0,32,PRT,Online TA,No Deposit     ,Transient,0
1,32,PRT,Corporate,No Deposit     ,Group,0
0,32,NOR,Online TA,No Deposit     ,Transient,0
0,32,ESP,Groups,No Deposit     ,Transient,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,FRA,Direct,No Deposit     ,Transient,0
0,32,PRT,Direct,No Deposit     ,Transient,0
0,32,PRT,Direct,No Deposit     ,Transient,0
0,32,PRT,Direct,No Deposit     ,Transient,0
0,32,AGO,Complementary,No Deposit     ,Transient,0
1,32,RUS,Corporate,No Deposit     ,Transient-Party,0
1,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,PRT,Complementary,No Deposit     ,Transient,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,FRA,Online TA,No Deposit     ,Transient,1
1,32,PRT,Direct,No Deposit     ,Transient-Party,0
0,32,ITA,Direct,No Deposit     ,Transient,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Undefined,No Deposit     ,Transient-Party,0
0,32,DEU,Direct,No Deposit     ,Transient-Party,0
0,32,DEU,Direct,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ISR,Online TA,No Deposit     ,Transient,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,IRL,Direct,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
1,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,ESP,Online TA,No Deposit     ,Contract,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,IRL,Direct,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,FRA,Online TA,No Deposit     ,Contract,0
1,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
0,32,RUS,Corporate,No Deposit     ,Transient-Party,0
1,32,PRT,Online TA,No Deposit     ,Transient-Party,0
1,32,PRT,Online TA,No Deposit     ,Transient-Party,0
0,32,POL,Online TA,No Deposit     ,Contract,0
0,32,PRT,Direct,No Deposit     ,Transient,0
0,32,FRA,Online TA,No Deposit     ,Transient-Party,1
0,32,FRA,Online TA,No Deposit     ,Transient-Party,1
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,PRT,Offline TA/TO,No Deposit     ,Transient,0
0,32,PRT,Direct,No Deposit     ,Transient,0
0,32,PRT,Direct,No Deposit     ,Transient,0
0,32,CHN,Online TA,No Deposit     ,Transient,0
0,32,PRT,Online TA,No Deposit     ,Transient,0
0,32,PRT,Online TA,No Deposit     ,Contract,1
0,32,USA,Online TA,No Deposit     ,Transient,0
0,32,POL,Online TA,No Deposit     ,Contract,1
0,32,PRT,Online TA,No Deposit     ,Contract,0
0,32,PRT,Complementary,No Deposit     ,Transient,0
0,32,ESP,Online TA,No Deposit     ,Contract,0
0,32,PRT,Direct,No Deposit     ,Transient,0
0,32,PRT,Online TA,No Deposit     ,Transient,0
0,32,PRT,Online TA,No Deposit     ,Transient,0
0,32,ITA,Online TA,No Deposit     ,Contract,0
1,32,PRT,Online TA,No Deposit     ,Transient,0
0,32,FRA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,32,FRA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,32,DEU,Direct,No Deposit     ,Transient,0
0,32,DEU,Direct,No Deposit     ,Transient,0
0,32,AGO,Direct,No Deposit     ,Transient,0
0,32,PRT,Online TA,No Deposit     ,Transient,0
0,32,PRT,Online TA,No Deposit     ,Transient-Party,0
1,32,PRT,Online TA,No Deposit     ,Transient,0
0,32,PRT,Direct,No Deposit     ,Transient,0
0,32,FRA,Online TA,No Deposit     ,Contract,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,PRT,Online TA,No Deposit     ,Transient-Party,0
0,32,PRT,Online TA,No Deposit     ,Transient,0
0,32,PRT,Online TA,No Deposit     ,Contract,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,PRT,Direct,No Deposit     ,Transient,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,PRT,Online TA,No Deposit     ,Contract,0
0,32,PRT,Online TA,No Deposit     ,Contract,1
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,POL,Online TA,No Deposit     ,Contract,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,PRT,Online TA,No Deposit     ,Contract,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,FRA,Online TA,No Deposit     ,Contract,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,PRT,Online TA,No Deposit     ,Transient,0
0,32,PRT,Direct,No Deposit     ,Transient,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,PRT,Direct,No Deposit     ,Transient,0
0,32,ESP,Online TA,No Deposit     ,Contract,0
0,32,PRT,Direct,No Deposit     ,Transient,0
1,32,PRT,Online TA,No Deposit     ,Transient,0
1,32,PRT,Online TA,No Deposit     ,Transient,0
0,32,ESP,Direct,No Deposit     ,Transient,0
0,32,PRT,Online TA,No Deposit     ,Transient,0
0,32,PRT,Online TA,No Deposit     ,Contract,0
1,32,PRT,Online TA,No Deposit     ,Transient-Party,0
1,32,PRT,Online TA,No Deposit     ,Transient-Party,0
0,32,PRT,Direct,No Deposit     ,Transient,0
0,32,FRA,Online TA,No Deposit     ,Contract,0
0,32,PRT,Online TA,No Deposit     ,Transient,0
0,32,CHE,Direct,No Deposit     ,Group,0
0,32,PRT,Online TA,No Deposit     ,Transient,0
0,32,PRT,Online TA,No Deposit     ,Transient,0
0,32,FRA,Direct,No Deposit     ,Transient,0
0,32,FRA,Online TA,No Deposit     ,Transient-Party,0
0,32,PRT,Direct,No Deposit     ,Transient,0
0,32,PRT,Direct,No Deposit     ,Transient,0
0,32,FRA,Online TA,No Deposit     ,Contract,0
0,32,FRA,Online TA,No Deposit     ,Transient-Party,0
0,32,PRT,Direct,No Deposit     ,Transient,0
1,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,32,ITA,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,32,PRT,Online TA,No Deposit     ,Transient,0
1,32,PRT,Direct,No Deposit     ,Transient,0
0,32,BRA,Direct,No Deposit     ,Transient,0
0,32,PRT,Online TA,No Deposit     ,Transient,0
0,32,PRT,Direct,No Deposit     ,Transient,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,32,ITA,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,FRA,Online TA,No Deposit     ,Transient,0
0,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
1,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,FRA,Online TA,No Deposit     ,Transient,1
1,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,32,ITA,Groups,No Deposit     ,Transient-Party,0
0,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
1,32,ITA,Offline TA/TO,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,PRT,Online TA,No Deposit     ,Contract,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Online TA,No Deposit     ,Contract,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,POL,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
0,32,ESP,Groups,No Deposit     ,Transient-Party,0
1,32,PRT,Groups,No Deposit     ,Transient-Party,0
0,32,PRT,Online TA,No Deposit     ,Transient,0
0,32,NLD,Online TA,No Deposit     ,Transient,0
0,32,FRA,Online TA,No Deposit     ,Contract,0
0,32,POL,Online TA,No Deposit     ,Contract,0
0,33,AGO,Online TA,No Deposit     ,Transient,0
0,33,FRA,Online TA,No Deposit     ,Transient,0
1,33,PRT,Offline TA/TO,No Deposit     ,Transient,0
0,33,DEU,Offline TA/TO,No Deposit     ,Transient,0
0,33,PRT,Online TA,No Deposit     ,Contract,0
0,33,PRT,Direct,No Deposit     ,Transient,0
0,33,PRT,Online TA,No Deposit     ,Transient,0
0,33,PRT,Direct,No Deposit     ,Transient,0
0,33,PRT,Online TA,No Deposit     ,Transient,0
0,33,PRT,Direct,No Deposit     ,Transient,0
0,33,FRA,Online TA,No Deposit     ,Contract,0
0,33,ESP,Online TA,No Deposit     ,Contract,1
0,33,ESP,Online TA,No Deposit     ,Contract,1
0,33,PRT,Online TA,No Deposit     ,Transient,0
0,33,CHE,Online TA,No Deposit     ,Transient,0
0,33,FRA,Online TA,No Deposit     ,Contract,0
0,33,ESP,Online TA,No Deposit     ,Transient,0
0,33,ESP,Online TA,No Deposit     ,Contract,0
0,33,FRA,Direct,No Deposit     ,Transient,0
1,33,PRT,Online TA,No Deposit     ,Transient,0
0,33,PRT,Online TA,No Deposit     ,Transient,0
0,33,PRT,Offline TA/TO,No Deposit     ,Transient,0
0,33,ITA,Online TA,No Deposit     ,Transient,0
0,33,NOR,Online TA,No Deposit     ,Transient,0
0,33,PRT,Offline TA/TO,No Deposit     ,Transient,0
